,TTN,MUC4,MUC12,NOTCH2,TP53,VCX2,FOXD4,MUC5B,FCGBP,OBSCN,FLG,MUC16,PDE4DIP,FMN2,KIAA1671,MEGF9,AHNAK2,TNXB,KPRP,BRSK2,SYNE1,RBMX,GOLGA6L10,NEB,HLA-C,KRTAP5-11,HLA-A,PCGF6,HERC2,TGIF1,CACNA1B,PCLO,HLA-B,RBMXL3,KMT2D,MUC17,MUC19,ZNF717,ANKRD36C,USH2A,DST,H2BFM,ABCA13,IGSF3,PCDHGA12,CRIPAK,ALPP,DNAH14,FSIP2,LRP1B,DNAH17,NUTM2F,PCDHA4,GOLGA2,LAPTM4B,MUC6,ZFHX4,DNAH11,FAT3,LILRB3,PKHD1L1,RYR2,HMCN1,CSMD3,CSMD1,TYRO3,RYR3,PCDHB6,MSH6,HSPG2,NUMA1,RP1L1,AQP12B,FANCM,AHNAK,POM121,TCHH,XIRP2,C19orf33,WDR87,HECTD4,RPL14,RYR1,NFATC4,SPEG,DNAH10,PCDH15,LRP2,MYLK,MACF1,PRR14,ALPPL2,ZCCHC3,NPIPB5,FFAR3,USP10,PRG4,APOB,AKAP9,DNAH3,MROH2B,DNAH5,SAAL1,MGAM,MYO18B,KIAA1549,SYNE2,MUC2,B3GNT6,ANKRD36,KCNN2,DNAH9,PKHD1,DNAH6,FRAS1,DNAH7,NCOR2,FAM174B,ZFHX3,CDHR1,PKD1,DERA,CSMD2,LAMA1,RELN,VWF,CDH23,DNAH1,FAT1,RECQL4,CACNA1C,DNAH8,ATXN3,CHIT1,MC1R,SPTA1,LAMA5,FAT4,PLEC,MAN1B1,TG,LURAP1L,ITPKB,CUBN,HRNR,DMD,ZNF408,BRCA2,OTOG,CELSR2,ABCA3,IFI27,DYSF,NUTM2A,GNRH2,PTCHD3,CCDC159,VPS13C,RETSAT,BIRC6,ADAMTS20,ATM,DCHS2,DYNC2H1,NACA2,BPTF,IL13RA1,SPTBN5,FGD5,FAT2,SPEN,TPTE,PRKDC,DMBT1,SDK1,CDK11B,PKD1L1,CACNA1H,LRP1,MARCH8,COL6A3,ASPM,SI,SVEP1,LILRA6,MEGF8,WDFY4,ZMIZ2,CEP350,JPH3,ADAMTS19,NOTCH4,DCHS1,NNT,HLA-DPB1,TNRC18,STAB2,VCAN,CAMSAP1,PHRF1,COL7A1,ANK2,COL22A1,ANK3,MSH3,PRUNE2,CYP21A2,UNC80,CMYA5,OBSL1,PPL,OR52D1,EYS,EP400,BOD1L1,FBN2,MCC,POM121C,RNF213,MAGEC1,LRRK2,CSPG4,PCDHA12,RIMS2,DNAH2,ALMS1,COL6A6,MUC21,APC,TMEM44,ANKRD11,COL11A1,TENM4,CCDC88C,MDN1,MXRA5,PAPPA2,RALGAPA2,SPATA31D1,FHOD3,FLNC,KRTAP4-6,ACADVL,UBR4,IRS1,VPS13B,MYO7B,MYH2,HERC1,ANKRD30B,LILRB1,KRTAP5-4,PCNT,KRTAP5-10,TRIOBP,FLG2,RANBP2,KALRN,ROS1,LAMA2,MAPK8IP2,CNTNAP5,ZNF99,PLXNA4,ANKRD26,FASN,FAM171B,KIAA1109,AFF3,FBN3,LOXHD1,EPB41L4A,SCN8A,MKI67,PTPRU,INTS1,SRCAP,SEC16A,CLEC10A,NAV3,TRRAP,FRG2C,TRIM46,IGDCC4,SRGAP3,SHANK2,PRB3,NF1,THSD7A,DOCK1,C17orf97,BCLAF1,ANKRD30A,SACS,GPER1,PLA2G4E,PTPN13,IL16,MAST4,MAP1A,SPTB,MYO15A,CHD7,MYH8,ACAN,FAM98C,CYP2D6,NRXN1,UNC5A,TENM2,MYO9B,WDR27,PDZD2,ZNF142,CACNA1E,CELSR1,FAM135B,MYH13,MYH11,IRX1,SPEF2,ADGB,SIGLEC14,STAB1,ZDBF2,ZNF90,MYH4,ELMSAN1,MYO18A,CREBBP,SDK2,MYH1,CROCC,DSP,LILRB5,CNTNAP2,SLCO4A1,NBEAL1,ASXL1,BRI3BP,LGALS9C,UTRN,ARID1A,DSCAM,RB1,ZNF208,ZNF729,FARP1,MPRIP,ABCA12,TACC2,LRRC41,ZNF831,COL4A5,SIGLEC10,PRDM9,DIDO1,RGPD8,UNC13C,FREM3,SVIL,PTPRN2,FBN1,KRTAP10-6,CYP2F1,ACACB,GSE1,UNC79,ZDHHC11,TENM1,SUGP1,HCFC1,ACIN1,EGF,GH1,GAS2L1,SCN2A,KIF1A,LAMA3,KIAA1210,ATAD3B,GAK,MYO10,NBEA,POLQ,MYCBP2,ADAR,PXDNL,LRBA,FER1L6,PIEZO1,LPA,ADM2,COL24A1,LYST,FREM2,CACNA1G,C2CD3,PTPRB,PRAMEF1,MYH6,SLCO1A2,ADAMTS7,AKAP13,ROBO2,CYP2A7,RP1,KIF19,USP34,VPS13D,KRAS,SNAPC4,SOGA1,LAMB4,FLNB,MYO7A,TNR,PRRC2C,THSD7B,COL12A1,COL14A1,SRRM2,RHPN2,IGF2R,ABCA7,MYO9A,SCN10A,FREM1,CFTR,DOCK3,DOCK2,ASXL3,IGFN1,TDRD15,CEP290,TRIO,GPR37,BSN,MROH2A,GGT1,FRG1,TPR,TIAM1,EML6,SCN9A,MYH15,TNS1,ADAM33,FNDC1,MLH1,FMN1,EVPL,HTT,HELZ2,RGPD1,HLA-DRB1,CHD3,RNF17,GOLGA3,PDE4A,OTOF,UBR5,NPAP1,TLN2,MSH2,NCKAP5,MGA,CNTNAP4,EPHB6,TSC2,GIMAP8,NIPBL,MDC1,WDFY3,THADA,TECTA,ADAMTS12,SZT2,COL5A3,ITGB4,LRRIQ1,USP24,SCN7A,DMXL2,C10orf71,TTBK2,PREX2,COL20A1,BTNL2,OR2T2,ABCB5,DENND1C,ZFPM2,ZNF230,FBLN2,DMXL1,RGPD3,ZNF658,PRRC2A,GSN,MYH7,DOPEY2,TEP1,JMJD1C,CNTN5,TRIP11,PCM1,MEF2A,KIF26B,DOCK10,NLRP2,IGSF10,PTPRT,PTPRZ1,PTEN,SP140L,ABI3BP,CCDC7,SETD2,PCDHB8,DYNC1H1,TOX2,TRPS1,FRMPD3,MSTO1,SPHKAP,NSD1,ZC3H18,HUWE1,MPDZ,OTOGL,PRDM2,MET,UTP20,VPS13A,CHD6,ABCA2,CENPF,TNNI3K,ZFYVE19,DDX11,ABCA8,SORL1,NALCN,CR1,CACNA1I,NNAT,SETD1A,NBAS,COL6A1,CDK19,WNK2,SMG1,POLR2E,CBLC,PCSK5,VWDE,MYH9,TNKS1BP1,KIF1B,ZNF462,CACNA1S,CACNA1A,ZNF536,OTOP1,SCN1A,PER1,PIK3CA,PTPRD,GNAS,PLXNA1,FLNA,PRRC2B,RTTN,ADAMTS18,F8,PLCE1,CTNND2,SCN3A,FRYL,SMARCA4,KIF20B,TTI1,KRTAP4-5,MTUS2,PCDH11X,COL5A1,PIK3C2G,KIR3DL3,SLX4,FN1,ZNF579,ATP2A3,VWA5B1,GRM6,BLM,MAP2,BDP1,SCN5A,KIF7,NOTCH1,LTBP4,SPAG17,GRTP1,NUP214,CCDC80,ADAMTS17,XDH,BRAF,ANKRD18B,PMS2,ITPR2,CELSR3,CNTNAP3,TRPM2,GOLGB1,DSCAML1,SPTBN2,AKAP6,GRIN2A,COL19A1,MYO16,COL4A4,MYO3B,MYO5B,ARID1B,ABCA9,HEATR5A,DNHD1,ANK1,DPP9,TAF1L,KIAA1217,FAM166B,CUL9,DCC,ASTN1,REV3L,RAI1,MYO3A,SCN4A,SLIT2,C2orf16,ITPR1,GIGYF2,ATG2A,SYNJ2,ABCA4,RBM19,DPP6,FRY,STARD9,HIVEP3,PSG6,PTPRF,OC90,ZFYVE26,BDH1,KRT77,MAMDC4,KANSL1,ABCB1,ATRX,DOCK4,COL6A2,TEX15,NOS1,PLXNB2,AGAP1,SCAF4,MYH7B,C1orf116,PTCH1,CPS1,COL18A1,CENPE,KRTAP4-7,TET2,SCN11A,CD163L1,PCDHB7,ERCC6,NLRP5,OR4M2,CSRNP3,ARHGEF28,DLAT,NRP2,CEP170B,UMODL1,NAV2,LCN12,USP6,TNC,SLC6A8,NLRC5,COBL,GPR179,ADAM29,NCAM1,MYOM2,DOCK8,ZNF638,COL27A1,COL11A2,ATR,PDPR,NWD1,CDHR5,PLIN4,DLEC1,PXDN,ITPR3,PAX1,LRP4,ALDH2,MYOM1,AK9,C6,SYT15,SIPA1L1,C3orf30,OVGP1,LIMCH1,C20orf96,LCT,CCDC180,SLIT3,POLE,MED12L,RRBP1,CECR2,ATP10B,HCN2,MTOR,PTPRC,NUTM1,URB1,MCF2L,MPP3,ABCA6,CARD11,UGT2B11,KDM6B,GON4L,TNK2,ITGAD,OR10G7,TMPRSS15,AGBL1,ZNF292,HECW1,ROBO1,HMCN2,ARAP2,TRDN,DDX60L,COL15A1,C7,ATG2B,SP2,ABCA1,POTEM,ZNF804B,KMT2A,EGFR,OGFOD2,ADAMTS16,ZEB2,CRB1,CDH10,NLRP7,NLRP4,SHPRH,RIMBP2,PLCH2,BCAS3,NTN3,ANKRD17,ADAMTSL3,ASH1L,EIF4G1,LTBP1,F5,TTC28,CHD8,ITGAM,NFASC,KIF21B,GREB1,ASTN2,ABCC11,NLRP3,WRN,IQGAP2,SORCS1,VWA7,HOMEZ,PCDH12,NCOR1,NPHP4,WNK1,MYH14,ABCA10,ADAMTSL1,TPTE2,ASCC3,CNPY3,TRANK1,CUX1,SAGE1,GLI2,NBEAL2,SPATA31E1,RIMS1,TDRD6,TET1,ZNF407,C11orf87,TMEM131,COL1A2,AP5Z1,KNTC1,EPHA6,DOCK5,XIRP1,D2HGDH,RIF1,KIAA2026,ATP8B3,CCDC39,SYCP2,DAAM2,MYT1L,DNAH12,CTNNA2,PRR14L,FLT4,HEATR1,CYP11B1,NRAP,FZD10,EXPH5,LMO7,LILRB2,TRPM1,PTTG1IP,NID2,NOTCH3,SIPA1L3,ADCY9,EVC2,BRWD1,PLEKHG3,PLA2R1,EFCAB5,TNN,KRTAP5-5,PLEKHA6,CENPJ,MAP3K6,COL3A1,ZFHX2,TRIM49C,CEP192,IQGAP3,ANO7,HIVEP1,SYTL2,OPLAH,TRPM6,TICRR,BAZ2B,WDR90,ERBB4,CHD9,CHD5,MECOM,CADPS2,COL4A2,NIN,SPTAN1,CEP250,MYH3,NBPF14,RALY,YLPM1,BCORL1,TRPM3,RBM20,GRIN2B,ADAMTS9,FAM47C,PIK3C2B,BCL9L,MANEAL,COL4A1,NUP98,KCNU1,EGFLAM,LRP5,GRM1,C2orf71,SON,TIAM2,PPP1R3A,HECW2,ZNF106,C3,ARHGAP32,GLI3,SH3TC1,AFF2,KAT6B,AMBN,MBD6,SIPA1L2,KIR3DL2,MRM1,PTPRK,IGSF1,MICAL2,SPTBN4,ALPK2,BRD3,CTCFL,ABCC8,DIP2C,TLN1,DUOX1,CCDC74B,KIF21A,GTF3C1,CNTRL,KIAA1551,GRIN3B,LRRK1,COL5A2,MYOF,KIR3DL1,NUTM2G,ZNF615,CAPN11,ALPK3,PHF3,CABIN1,DUOX2,TPO,HOOK2,PPP1R9A,PKDREJ,PCDHB2,LAMC1,MYBPC2,CDC42BPA,ZNF318,CACNA1D,SLC12A1,DOCK6,LRRC7,DLG2,ARID4A,ZFAT,TOPAZ1,FNIP1,STK11IP,BCL9,ADCY10,FHAD1,MAP1B,TMEM132D,PAPLN,COL4A3,SYNM,CCDC40,ALK,ST18,NUP210,SEC16B,SLIT1,ATAD5,CDH12,PZP,KTN1,PLB1,AHDC1,MYO6,A2M,MYOM3,SORBS2,PDGFRA,PRB2,PAPD5,KEL,OR2T33,EPB41L3,EPB41L1,SYCP1,HLA-DRB5,KIAA0556
COSMIC.753608,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COSMIC.907045,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
COSMIC.906804,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
COSMIC.946363,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
